CODI_ATC;NOMBRE
B05AA;HESPAN
M01AX;HESPERCORBIN
V08AB;HEXABRIX
C04AX;HEXANICIT
C04AX;HEXANICIT FORTE
G04BD;HEXANIUM
A13AA;HEXANZYME
J07CA;HEXAVAC
L01XX;HEXINAWAS
D08AC;HEXOMEDIN
D08AC;HEXOMEDIN TRANSCUTANEO
A01AB;HEXTRIL
V04CX;HEXVIX
J07AG;HIBERIX
R05X;HIBIGRIPAL
D08AC;HIBIMAX
D08AC;HIBISCRUB
R02AA;HIBITANE
R02AA;HIBITANE FORTE
B01AB;HIBOR
J07AG;HIBTITER
C09AA;HICARLEX
A02AD;HIDRALMA
A15AA;HIDRANIC POLIVITA SUSP
J04AC;HIDRASOLCO
S01XA;HIDRATHEA
H02AB;HIDROALTESONA
D07AA;HIDROCISDIN
C03AA;HIDROCLOROTIAZIDA
C01CA;HIDROCLORURO DE EFEDRINA
D07AA;HIDROCORTISONA CREMA
J04AC;HIDROFAN B6
A11CC;HIDROFEROL
A11CC;HIDROFEROL CHOQUE
B05BC;HIDROFUNDIN FISIOLOGICO
B05BC;HIDROFUNDIN GLUCOSADO
A11AA;HIDROPOLIVIT A MINERAL
A11BA;HIDROPOLIVIT C
A11BA;HIDROPOLIVIT COMPLEX
A11BA;HIDROPOLIVIT GOTAS
D11AX;HIDROQUILAUDE
C03AA;HIDROSALURETIL
A11HA;HIDROVITAMINA B15
B05AA;HIDROXIETILALMI CLNA
A11DB;HIDROXIL B12 B6 B1 3
V03AB;HIDROXOCOBALAMINA
B03AB;HIERCO
B03AC;HIERRO SACAROSA
C07CB;HIGROTENSIN
C03BA;HIGROTONA
C02LA;HIGROTONA RESERPINA
N06BX;HIPERICO AQUILEA
N06BX;HIPERICO NATYSAL
C09AA;HIPERLEX
C09BA;HIPERLEX PLUS
C09AA;HIPERTENE
C09AA;HIPOARTEL
C09BA;HIPOARTEL PLUS
R03AC;HIROBRIZ BREEZHALER
C05BA;HIRUDOID
C05BA;HIRUDOID FORTE
R06AX;HISMANAL
J01CA;HISPAMICINA RETARD
R03DA;HISTAFILIN ELIXIR
R06AX;HISTAMINOS
R05DA;HISTAVERIN
C10AA;HISTOP
G04CA;HITRIN
J06BA;HIZENTRA
G03GA;HMG LEPORI
G03GA;HMG ORGANON
A06AA;HODERNAL
B05XA;HOLOFUSINA CON GLU LEVU
R05DA;HOMOCODEINA
D07XB;HONGOSAN
J02AC;HONGOSERIL
J01CA;HORTEMOX
J01AA;HORTEPULMO VT
J01AA;HORTETRACIN
J01BA;HORTFENICOL
J01GB;HOSBOGEN
J01CA;HOSBORAL
R05CZ;HOSBORAL BRONQUIAL
B05ZB;HOSPASOL
J01CA;HUBERCILINA
C04AX;HUBERDILAT
J01MA;HUBERDOXINA
R05X;HUBERGRIP ORAL
N02BE;HUBERGRIP SUPOSITORIOS
R06AX;HUBERMIZOL
N05BA;HUBERPLEX
A07AX;HUMAGEL
A10AB;HUMALOG
A10AC;HUMALOG BASAL KWIKPEN
A10AB;HUMALOG HUMAJECT
A10AB;HUMALOG KWIKPEN
A10AD;HUMALOG MIX KWIKPEN
A10AD;HUMALOG MIX PEN
A10AC;HUMALOG NPL PEN
A10AB;HUMALOG PEN
A10AD;HUMAPLUS
A10AC;HUMAPLUS NPH
A10AB;HUMAPLUS REGULAR
A07AA;HUMATIN
H01AC;HUMATROPE
R05DA;HUMEX
L04AA;HUMIRA
L04AB;HUMIRA PEDIATRICO
R01AA;HUMOXAL
A10AD;HUMULINA
A10AC;HUMULINA LENTA
A10AC;HUMULINA NPH
A10AB;HUMULINA REGULAR
A10AE;HUMULINA ULTRALENTA
A01AD;HURRICAINE
M09AX;HYALART
M09AX;HYALGAN
L01XX;HYCAMTIN
C04AE;HYDERGINA
C02DB;HYDRAPRES
L01XX;HYDREA
N06AX;HYNEURIN
N06AX;HYPERICUM ORTO
B05BB;HYPERLITE
C02DA;HYPERSTAT
N01AX;HYPNOMIDATE
S01XA;HYPO TEARS
M01AE;IBENON
A12AA;IBERCAL
A12AX;IBERCAL D
A03AX;IBEROGAST
R06AX;IBIS
A05AB;IBSESAL GRANULADO
M01AE;IBUCASEN
M01AE;IBUFARMALID
M01AE;IBUFEN
M02AA;IBUFEN TOPICO
M02AA;IBUKEY
M01AE;IBUMAC
M01AE;IBUPROFENO
M01AE;IBUPROFENO (ARGININA)
M02AA;IBUPROFENO TOPICO
M01AE;IBUPROX
M02AA;IBUPROX TOPICO
M01AE;IBUSCENT
M02AA;IBUSTICK
B05BA;IBYSERUM GLUCOSA
A10BD;ICANDRA
D04AX;ICESPRAY
B05DA;ICODIAL
D01AC;ICTAN
D04AX;ICTIOMEN
N05BA;IDALPREM
C01EB;IDAPTAN
N02BG;IDARAC
R01AA;IDASAL
R01AB;IDASAL ANTIBIOTICO
A12AX;IDEOS
A12AX;IDEOS UNIDIA
A11CA;IDO A
R01BA;IDULANEX
C09AA;IECATEC
C09AA;IECATEC FLAS
C09CA;IFIRMASTA
J06BB;IGAMAD
J06BA;IGAMPLIA
J06BB;IGANTIBE
N02CA;IGRIL
N02BA;ILACEN
M02AA;ILAGANE
L04AC;ILARIS
C01DX;ILDAMEN
R03BC;ILDOR
B01AC;ILOCIT
B01AC;ILOMEDIN
D10AF;ILOTICINA
D10AF;ILOTICINA ANTI ACNE
N05AH;ILUFREN
R05X;ILVICO
V08AB;IMAGOPAQUE
C01DA;IMDUR DURULES
C09AA;IMIDAPRIL BIAL
N02CC;IMIGRAN
N02CC;IMIGRAN NEO
B01AD;IMINASE
J01DH;IMIPENEM/CILASTATINA
L03AX;IMMUCYST BCG INMUNOTERAP
B02BD;IMMUNINE
B02BD;IMMUNINE STIM PLUS
A07DA;IMODIUM
A07DA;IMODIUM DUO
A07DA;IMODIUM FLAS
A07DA;IMODIUM PLUS
J06BB;IMOGAM RABIA
J06BB;IMOGAM TETANOS
A03AX;IMONOGAS
A07DA;IMOSEC
J07BE;IMOVAX ANTIPAROTIDITIS
J07AM;IMOVAX DPT
J07CA;IMOVAX DPT POLIO
G03AC;IMPLANON NXT
M01AX;IMPREMIAL
C09DB;IMPRIDA
M01AC;IMPRONTAL
M02AA;IMPRONTAL CREMA
L03AB;IMUKIN
L04AX;IMUREL
J07BB;IMUVAC
M01AB;INACID
C01EB;INACID DAP
M01AB;INACID RETARD
M02AA;INACID TOPICO
J01CA;INACILIN
J04AK;INAGEN
R03BA;INALACOR
R03BA;INALACOR ACCUHALER
R03AK;INALADUO
R03AK;INALADUO ACCUHALER
R01AA;INALINTRA
R03AC;INASPIR
R03AC;INASPIR ACCUHALER
R03AC;INASPIR ROTADISKX
N06DX;INCEBRAL
A13AA;INCEN
J05AE;INCIVO
H01AC;INCRELEX
C03BA;INDAPAMIDA
C03BA;INDAPAMIDA RETARD
V09AX;INDIO (111IN) DTPA COVIDIEN
M01AB;INDO FRAMAN
M01AB;INDOCAF  SUPOSITORIOS
M01AB;INDOCAF ORAL
S01BC;INDOFTOL
M01AB;INDOLGINA
M01AB;INDOMETACINA
M01AB;INDONILO
M01BA;INDOSOLONA
M05BC;INDUCTOS
A02BC;INDURGAN
B03BA;INDUSIL
C10BA;INEGY
J01CA;INEXBRON
R07AX;INEXBRON MUCOLITICO
A05BA;INEXFAL
D06CA;INFALINA
J07AJ;INFANRIX
J07CA;INFANRIX HEP B
J07CA;INFANRIX HEXA
J07AG;INFANRIX HIB
J07CA;INFANRIX IPV+HIB
J07BB;INFLEXAL
J07BB;INFLEXAL V
A07FA;INFLORAN
J07BB;INFLUVAC
A02BA;INGASTRI
J06BA;INGLOBIN
R03AK;INHAL ASMA FUERTE NEBULIZADOR
R01AX;INHALADOR FOURNIER
R01AX;INHALVICKS BARRA NASAL
C09AA;INHIBACE
C09BA;INHIBACE PLUS
N01BB;INIBSACAIN
N01BB;INIBSACAIN HIPERBARICA
N01BB;INIBSACAIN SIN VASOCONSTRICTOR
R05DA;INISTOLIN PEDIATRICO ANTITUSIVO
R05CA;INISTOLIN PEDIATRICO EXPECTORANTE
R05DA;INISTON ANTITUSIVO
R05DA;INISTON ANTITUSIVO Y DESCONGESTIVO
R01BA;INISTON DESCONGESTIVO
R05CA;INISTON EXPECTORANTE
R05CA;INISTON EXPECTORANTE Y DESCONGESTIVO
R05CB;INISTON MUCOLITICO
R05CB;INISTON MUCUS
J01MA;INKAMIL
J06BB;INMUNO FRAMAN ANTITETAN
L03AX;INMUNOFERON
J06BB;INMUNOGAMMA ANTI D
J06BB;INMUNOGAMMA ANTITET LETI
J06BA;INMUNOGAMMA LETI
J06BB;INMUNOGAMMA PERTUSIS LET
J06BB;INMUNOGLOB ANTI D LEO
J06BB;INMUNOGLOB HUMANA ANTI D
J01CR;INMUPEN
B01AB;INNOHEP
C09AA;INOCAR
C09BA;INOCAR PLUS
R07AX;INOMAX
N03AF;INOVELON
G04CA;INREQ
C03DA;INSPRA
J01DD;INSTANA
J01DD;INSTANA PEDIATRICO
N02AB;INSTANYL
R01AB;INSTILIN ADULTOS NEBULIZADOR
A10AC;INSULATARD
A10AC;INSULATARD FLEXPEN
A10AC;INSULATARD HUMANA
A10AC;INSULATARD INNOLET
A10AC;INSULATARD NOVOLET
A10AC;INSULATARD NPH
A10AC;INSULATARD NPH FLEXPEN
A10AC;INSULATARD NPH INNOLET
A10AC;INSULATARD NPH NOVOLET
A10AC;INSULATARD NPH PENFILL
A10AD;INSULINA ACTRAFAN HM
A10AB;INSULINA ACTRAPID PORC
A10AC;INSULINA BERNA NPH
A10AC;INSULINA INSULATARD HM
A10AC;INSULINA INSULATARD NPH
A10AD;INSULINA MEZTARDIA PORC
A10AD;INSULINA MIXTARD HUMANA
A10AD;INSULINA MIXTARD PORCINA
A10AE;INSULINA MONOTARD PORCIN
A10AE;INSULINA NOVO ACTRAPI HM
A10AE;INSULINA NOVO MONOTAR HM
A10AC;INSULINA PROTAFAN HM
A10AE;INSULINA RAPITARD
A10AE;INSULINA ULTRALENTE
A10AB;INSULINA ULTRATARD HM
A10AB;INSULINA VELOSULIN INFUS
A10AB;INSULINA VELOSULIN PORC
A10AB;INSUMAN BASAL
A10AD;INSUMAN COMB
A10AB;INSUMAN INFUSAT
A10AB;INSUMAN RAPID
C09AA;INSUP
C05CA;INSUVEN
R03BC;INTAL
J07BB;INTANZA
B01AC;INTEGRILIN
J05AG;INTELENCE
C01DX;INTENSAIN
C01DX;INTENSAIN RETARD
J01DA;INTERCEFAL
C05CA;INTERCYTON
D07CB;INTERDERM
A07EA;INTESTIFALK
A07EA;INTESTIFALK RECTAL
A07EA;INTESTIFALK UNO
A07AX;INTETRICINE
D07XC;INTRADERMO CORT ANT FUNG
D07AC;INTRADERMO CORTICOSTEROI
B05BA;INTRAFUSIN
B05BA;INTRALIPID
J06BA;INTRATECT
J01DB;INTRAZOLINA
G03BA;INTRINSA
L03AB;INTRON A
L03AB;INTRONA
J01DH;INVANZ
N05AX;INVEGA
A02BA;INVIGAN
A02BA;INVIGAN FORTE
J05AE;INVIRASE
N02BA;INYESPRIN
N02BA;INYESPRIN FORT 
N02BA;INYESPRIN NORMAL
N02BA;INYESPRIN ORAL FORTE 
N02BA;INYESPRIN ORAL 
N02BA;INYESPRIN PEDI 
M01BX;INZITAN
V09IX;IOBENGUANO (131I) CIS BIO INTERNATIONAL DIAGNOSTICO
R03DA;IODAFILINA
A01AB;IODEN GARGARISMOS
D08AG;IODEN GERMICIDA
D08AG;IODEN SCRUB
G01AX;IODEN VAGINAL
D08AG;IODINA
R03DB;IODOCAFEDRINA
D08AG;IODOCASPEN
V09CX;IODOHIPURATO (123I) GE
D03AX;IODOSORB
H03CA;IODURO POTASICO ROVI
V08AB;IOHEXOL G.E.S.
V08AB;IOMERON
D11AC;IONIL CHAMPU
N02AB;IONSYS
V08AB;IOPAMIDOL BIOMENDI
V08AB;IOPAMIDOL G.E.S.
V08AB;IOPAMIGITA
V08AB;IOPAMIRO
S01EA;IOPIMAX
A02BC;IPIRASA
R03CC;IPRADOL
R03AC;IPRADOL INH
N01BX;IPSODOL
C09CA;IRBESARTAN
C09DA;IRBESARTAN/HIDROCLOROTIAZIDA
N06AX;IRENOR
L01XE;IRESSA
C09AA;IRICIL
C09BA;IRICIL PLUS
L01XX;IRINOTECAN
L01XX;IRKAN
B05CB;IRRIGACION CLNA BIEF
B05XA;IRRIGACION CLNA BIOMENDI
B05CX;IRRIGACION GLIC MANI BIE
B05CX;IRRIGACION GLIC MANI BIECLEAR FLEX
B05CX;IRRIGACION GLICINA BIEF
R05DA;IRRITOS
D03BA;IRUXOL MONO
D03BA;IRUXOL NEO
B01AC;ISCOVER
D10BA;ISDIBEN
M02AA;ISDIBUDOL
D04AA;ISDINEX
D07AB;ISDINIUM
C05AA;ISDINIUM RECTAL
M01AE;ISDOL
J05AX;ISENTRESS
D01BA;ISIS COMPRIMIDOS
D01AE;ISIS CREMA
C04AE;ISKEDYL
D10BA;ISO ESTEDI
C01DA;ISO LACER
C01DA;ISO LACER RETARD
D10BA;ISOACNE
C03CA;ISODIUR
C03CA;ISODIUR HTA
G02CX;ISODONNA
J04AM;ISOETAM
G02CX;ISOFLAVONAS DE SOJA
N01AB;ISOFLURANO
B05BB;ISOFUNDIN
N01BB;ISOGAINE
S01EA;ISOGLAUCON
B05AA;ISOHES
B05XA;ISOLYTE E DEXTROSA VACOLITER
B05BB;ISOLYTE E DEXTROSA VIAFLEX
B05XA;ISOLYTE G DEXTROSA VIAFLEX
B05BB;ISOLYTE M DEXTROSA VIAFLEX
B05BB;ISOLYTE P DEXTROSA VIAFLEX
B05XA;ISOLYTE VIAFLEX
J04AC;ISONIAZIDA
J04AC;ISONIAZIDA B6
C01DA;ISONITRIL
B05BA;ISOPLASMAL G
S01XA;ISOPTO B
S01EB;ISOPTO CARPINA
C01CA;ISOPTO EPINAL
S01AA;ISOPTO FENICOL
S01BA;ISOPTO FLUCON
N06AX;ISOPULSAN
C01DA;ISORDIL
C04AX;ISOSARPAN
D10BA;ISOTRETINOINA
D10AD;ISOTREX
D10AD;ISOTREX ERITROMICINA
V03AF;ISOVORIN
J04AD;ISOXYL
C04AE;ISQUEBRAL
G03BA;ITNOGEN
J02AC;ITRACONAZOL
B05BA;IVELIP
A04AD;IVEMEND
C09CA;IXIA
C09DA;IXIA PLUS
J07BA;IXIARO
D08AE;JABON ANTISEPTICO ASENS
D11AC;JABON DE AZUFRE FUERTE
D02AC;JABON DE GLICERINA
D04AX;JABON RESORCINA
G03AC;JADELLE
A10BH;JALRA
J01DA;JANOCILIN
J01CA;JANOPEN
A10BD;JANUMET
A10BH;JANUVIA
A06AB;JARABE MANCEAU
A06AB;JARABE MANZANAS
A06AB;JARABE PUIG
L01CA;JAVLOR
A10BD;JENTADUETO
L01CD;JEVTANA
C01CA;JEXT
J06BB;JORBAGAMMA ANTITETANICA
J01FA;JOSAMINA
J01FA;JOSAXIN
A11GA;JUNCE
M01AE;JUNIFEN
A13AA;JUNIORMEN
M01AE;JUNIPRO
N02AA;JURNISTA
V08BA;JUSTEBARIN
A02AH;JUSTEGAS
A06AB;JUSTELAX
B01AD;KABIKINASE
B05BA;KABIMIX CENTRAL
B05BA;KABIVEN
B05BA;KABIVEN PERIFERICO
B02BA;KAERGONA HIDROSOLUBLE
A12AX;KALCIPOS D
J05AE;KALETRA
N01AX;KALINOX
M01AE;KALMA
R05;KALOBA
C09CA;KALPRESS
C09CA;KALPRESS CARDIO
C09DA;KALPRESS PLUS
C09DA;KALPRESS PLUS FORTE
H05BA;KALSIMIN
H05BA;KALSIMIN NASAL
C07DB;KALTEN
A01AD;KAMILLOSAN BUCAL SPRAY
A02DA;KAMILLOSAN ORAL
R02AA;KAMILLOSAN SPRAY
S01AA;KANACOLIRIO FTE
S01AA;KANACOLIRIO NORMAL
R01AB;KANAFOSAL NEBULIZADOR
R01AD;KANAFOSAL PREDNI NEBULIZADOR
J01GB;KANAMICINA OYKOL
D07CA;KANAPOMADA POMADA
J01GB;KANESCIN 1 G 1 VIAL 4 ML
A06AG;KANOVA
J01GB;KANTREX
C09DA;KARBICOMBI
C09CA;KARBIS
J01DB;KARIDINA
J01DB;KARILEXINA
C09CA;KARVEA
C09DA;KARVEZIDE
N06BX;KATOVIT
M02AB;KATRUM
A01AA;KAYADOL
A12BA;KCL RETARD
J01DD;KEFAMIN
J01DB;KEFLIN
J01DB;KEFLORIDINA
J01DB;KEFLORIDINA FORTE
J01DB;KEFLORIDINA MUCOLITICO
J01DB;KEFOL
J01DD;KELBIUM PEDIATRICO
A03FA;KELOSAL
J01CR;KELSOPEN
N04AA;KEMADREN
J01XX;KEMPI
A01AC;KENALOG ORABASE
C08CA;KENESIL
V03AF;KEPIVANCE
N03AX;KEPPRA
D11AF;KERANIN ANTIVERRUGAS
D02AX;KERATISDIN
A02AF;KESTOMAL
R06AX;KETASMA
J01FA;KETEK
M02AA;KETESGEL
M01AE;KETESSE
M01AE;KETOARTRIL
J02AB;KETOCONAZOL COMPRIMIDOS
D01AC;KETOCONAZOL GEL
J02AB;KETOISDIN COMPRIMIDOS
J02AB;KETOISDIN SUSP
D01AC;KETOISDIN TOPICO
G01AF;KETOISDIN VAGINAL
N01AX;KETOLAR
M02AA;KETOPROFENO GEL
M01AE;KETOPROFENO SUPOSITORIOS
M01AE;KETOPROSIL
M01AB;KETOROLACO TROMETAMOL
M01AE;KETOSOLAN
S01GX;KETOTIFENO COLIRIO
A13AA;KH 3 POWEL
M02AB;KILLPAN LINIMENTO
B03AB;KILOR
J01AA;KINCICLINA
L04AA;KINERET
A03FA;KINET
J06BA;KIOVIG
J05AR;KIVEXA
J01FA;KLACID
J01FA;KLACID UNIDIA
B01AC;KLANDRYN
D07AC;KLARIDERM
A15AA;KLARIVITINA
A06AD;KLEAN PREP
J01GB;KLOBAMICINA
N05CX;KLOSTERFRAU MELISANA
A06AB;KNEIPP PILDORAS
J01FA;KOFRON
J01FA;KOFRON UNIDIA
B02BD;KOGENATE
A07AX;KOLOTANINO
A10BD;KOMBOGLYZE
B02BA;KONAKION
D07AC;KONEX
C07AG;KREDEX
A09AA;KREON
D11AX;KRESSE
B02BD;KRYOBULIN IMMUNO TIM
J01DA;KURGAN
J01DB;KURGAN
D11AF;KUSON
A16AX;KUVAN
B01AB;KYBERNIN P
A04AA;KYTRIL
C07AG;LABETALOL SALVAT
N03AX;LABILENO
G04BD;LABILYT
C09BA;LABODREX
C09AA;LABOPAL
A11JA;LACERDERMOL
A11EX;LACERDERMOL COMPLEX
R05CA;LACERMUCIN
C08DB;LACEROL
C08DB;LACEROL COR RETARD
C08DB;LACEROL HTA RETARD
C08DB;LACEROL RETARD
A02BX;LACERTRAL
C08CA;LACIDIPINO
C08CA;LACIMEN
C08CA;LACIPIL
M01AE;LACONDAN
D11AX;LACOVIN
S01XA;LACRILUBE
S01XA;LACRYVISC
B05XA;LACTATO SODICO
A07FA;LACTEOL
V04CX;LACTEST
N04BC;LACTISMINE
D07AA;LACTISONA
B03AB;LACTOFERRINA
A07FA;LACTOFILUS
A06AX;LACTOLAXINE
A09AA;LACTORED
A06AD;LACTULOSA
A07FA;LACTUM
A06AD;LACTUMED
D11AF;LADIVONSIM LIQUIDO
N02BA;LAFENA CAFEINA
R05X;LAFOR
J01FA;LAGARMICIN
A06AG;LAINEMA
R05DA;LAITOS
A02BA;LAKE
N01BB;LAMBDALINA
D11AX;LAMBDAXEL
D01AE;LAMICOSIL
D01AE;LAMICOSIL UNI
N03AX;LAMICTAL
D01BA;LAMISIL
D01AE;LAMISIL DERMGEL
D01AE;LAMISIL TOPICO
J05AF;LAMIVUDINA
D02AB;LAMNOTYL
N03AX;LAMOMYLAN
N03AX;LAMOTRIGINA
J04BA;LAMPREN
D04AB;LANACANE
C01AA;LANACORDIN PEDIATRICO
C01AA;LANIRAPID
A02BC;LANSOPRAZOL
N06AX;LANTANON
J01GB;LANTOGENT
A10AE;LANTUS OPTISET
A10AE;LANTUS SOLOSTAR
A02BC;LANZOL
D05AC;LAPICES EPIDERM METADIER
D02AC;LAPIZ GRAS
M02AX;LAPIZ TERMO COMPOSITUM
N05AA;LARGACTIL
N05AA;LARGATREX
C05CX;LARGITOR
R06AX;LARIDAL
R03D;LASA ANTIASMATICO
R05DA;LASA CON CODEINA
R05CA;LASA INFANTIL
N02BB;LASAIN
C05BA;LASONIL
L01CB;LASTET
S01EE;LATANOPROST COLIRIO
S01ED;LATANOPROST/TIMOLOL
S01ED;LATIMVISTA
S01EE;LATUSOL
M03AC;LAURAK AMPOLLAS
N03AX;LAURAK COMPRIMIDOS
D01AC;LAURIMIC CREMA
G01AF;LAURIMIC VAGINAL
B05XA;LAVAFLAC
C09CA;LAVESTRA
N03AX;LAVINOL
J02AC;LAVISA
G02BB;LAVOLEN
A06AD;LAXA GREY
A06AC;LAXABENE
A06AX;LAXADINAS
A06AX;LAXALMEN
A06AB;LAXANTE BESCANSA ALOICO
A06AB;LAXANTE CINFA MENDILAX GOTAS
A06AB;LAXANTE DERLY
A06AB;LAXANTE GEVE
A06AB;LAXANTE OLAN
A06AB;LAXANTE SALUD
A06AB;LAXANTE SANATORIUM
A06AC;LAXEN BUSTO
A06AC;LAXIPLANT
A06AC;LAXISOFT
A06AB;LAXITEX
A06AB;LAXIUM PYRE
A06AB;LAXO VIAN
A06AB;LAXONALIN
A06AB;LAXONOL
A06AB;LAXVITAL
A16AX;LEBERSAL
N05AL;LEBOPRIDE
C08CA;LECIBRAL
N06AB;LECIMAR
H02AB;LEDERCORT
V03AF;LEDERFOLIN IV
D10AF;LEDERPAX
N04BA;LEDOPSAN
A11CA;LEDOVIT A
A11GA;LEDOVIT C
A11JC;LEDOVIT C B12
L04AA;LEFLUARTIL
L04AA;LEFLUNOMIDA
M05BA;LEFOSAN SEMANAL
V03AB;LEGALON SIL
R03AK;LEGIS
N05CM;LEIKAN
A02BA;LEIRACID
A01AB;LEMA ERN C
N05CD;LEMBROL
A03FA;LEMETIC
J01DA;LENSAFREND
L02BG;LENTARON DEPOT IM
A10AE;LENTE MC
C01BA;LENTOQUINE
N02BB;LEODIN
M01AE;LEONAL
N05AH;LEPONEX
C08CA;LERCADIP
C08CA;LERCANIDIPINO
C09BB;LERCAPRESS
J06BA;LERGIABULINA
R06AX;LERGOCIL
J01CA;LERVIPAN
C08CA;LERZAM
C10AA;LESCOL
C10AA;LESCOL PROLIB
G04BC;LESPENEFRIL
R06AX;LETISTAMIL
L02BG;LETROZOL
G01BA;LEUCO HUBBER
L01XX;LEUCOGEN
L03AA;LEUCOMAX
L01AA;LEUKERAN
V09HA;LEUKOSCAN
L01BB;LEUSTATIN
L01AA;LEVACT
A11EA;LEVADURA CERVEZA
A05CA;LEVALIVER
D01AC;LEVELINA
A10AE;LEVEMIR FLEXPEN
N06AX;LEVEST
N03AX;LEVETIRACETAM
G04BE;LEVITRA
R06AE;LEVOCETIRIZINA
N04BA;LEVODOPA+CARBIDOPA
J01MA;LEVOFLOXACINO
A04AD;LEVOGASTROL
B05BB;LEVOGLUSAL VITULIA
H03AA;LEVOTHROID
R05DB;LEVOTUSS
V08DA;LEVOVIST
J07BB;LEVRISON
B05BA;LEVULOSA
B05BA;LEVULOSADO VITULIA
B05BB;LEVULOSALINO ISOT BRAUN
B05BB;LEVUPOTASICO VITULIA
B05XA;LEVUSALINO VITULIA
J01FA;LEVVIAX
N05BA;LEXATIN
J01DB;LEXIBIOTICO
J01DB;LEXINCEF
D07AC;LEXXEMA
J01CE;LIADEMYCIN RETARD
R01AX;LIBENAR
A02AX;LIBERACID
M01AB;LIBERALGIUM
R01AX;LIBERANAS
A05CA;LIBERBIL
J06BA;LIBERGAMMA
J06BA;LIBERGAMMA ANTIALERGICA
R03DX;LIBERTEK
J01DA;LIBESPORAL
J01RA;LIBETUSIN
C07AB;LIBRACOR
C08CA;LIBRADIN
N05CF;LIBRATA
A03CA;LIBRAX
N05BA;LIBRIUM
M01AE;LIBROFEM
D11AX;LICOFORTE
D11AX;LICOSTRATA
C09AA;LIDALTRIN
C09BA;LIDALTRIN DIU
M01AE;LIDERFEN
M02AC;LIDERFLEX
R05DA;LIDERFRIOL
N02BE;LIDERPLUS
A05AB;LIDOBAMA COMPLEX
A05AB;LIDOBAMA PLUS
N01BB;LIDOCAINA BAXTER
C01BB;LIDOCAINA GLUCOSA BAXTER
R01AD;LIDRONE NEBULIZADOR
A13AA;LIETAR GRANULADO
B03BA;LIFATON B12
J01FA;LIFERYTRIN
J01DC;LIFUROX
C10AB;LIGESIN
C09AA;LIKENIL
N01AH;LIMIFEN
N05CF;LIMOVAN
N01BB;LINCAINA BRAUN C/N
C08CA;LINCIL
J01FF;LINCOCIN
J01FF;LINCOMICINA
G01AX;LINDEMIL
L04AA;LINFOGLOBULINA
M02AC;LINIMENTO KLARI
M02AX;LINIMENTO LANGAL
M02AC;LINIMENTO NAION
M02AX;LINIMENTO SLOAN
D09AA;LINITUL ANTIBIOTICO
D09AX;LINITUL APOSITOS
D03AX;LINITUL POMADA
H02AB;LINODERM
A06AB;LINOMED
G03AA;LIOFORA
G03AA;LIOFORA DIARIO
M03BX;LIORESAL
M03BX;LIORESAL INTRATECAL
C10AB;LIPARISON
C10AA;LIPEMOL
V08AD;LIPIODOL ULTRAFLUIDO
C10AA;LIPLAT
C10AB;LIPO RED
C10AA;LIPOBAY
C10AA;LIPOCIDEN
C10AA;LIPOFREN
B05BA;LIPOFUNDINA MCT/LCT
S01XA;LIPOLAC GEL OFTALMICO
C10AX;LIPONET
B05BA;LIPOPLUS
C10AA;LIPOSCLER
C10AA;LIPOSIT
C10AA;LIPOSIT PROLIB
C10AA;LIPOSTEROL
C10AB;LIPOVAS
B01AB;LIQUEMINE
B01AB;LIQUEMINE SUBCUTANEO
S01XA;LIQUIFILM LAGRIMAS
S01XA;LIQUIFRESH
S01AA;LIQUIPOM ANTIBIOTICO
C01CA;LIQUIPOM CONSTRICTOR
S01CA;LIQUIPOM DEXA ANTIB
S01BB;LIQUIPOM DEXA CONST
S01CB;LIQUIPOM DEXAMIDA
S01CA;LIQUIPOM MEDR ANTIB
S01BB;LIQUIPOM MEDRI CONST
S01BA;LIQUIPOM MEDRISONE
C09AA;LISINOCIC
C09AA;LISINOPRIL
C09BA;LISINOPRIL/HIDROCLOROTIAZIDA
C10AC;LISMOL
J05AX;LISOZIMA CHIESI
M01AX;LISTRAN
R02AA;LISUBEL
G04CB;LITACE
L01BB;LITAK
A05AA;LITANIN
C10AB;LITAREK
G04BX;LITIAX
A03FA;LITICUM
A05AA;LITOCURE
G04BC;LITOSURAN
A05BA;LITRISON
C10AA;LIVAZO
A05BA;LIVERCROM
M02A;LIVIANE COMPUESTO TOPICO
R01AC;LIVOCAB NASAL
N06AX;LIVREN
A07EC;LIXACOL
N06DA;LIXBEN
R02AB;LIZIPAINA
N01BB;LLORENTECAINA NORADRENAL
C07AB;LOBIVON
C07BB;LOBIVON PLUS
D01AE;LOCETAR
D01AE;LOCETAR UÑAS
D07AB;LOCORTENE
D10AF;LODERM
D10AD;LODERM RETINOICO
G03AA;LOETTE
G03AA;LOETTE DIARIO
C04AX;LOFA
C04AX;LOFTON
D08AK;LOGACRON
C07FB;LOGIMAX
R01BA;LOGRADIN
J02AC;LOITIN
P02CC;LOMBRIAREU
P02CB;LOMBRIFHER
D01AC;LOMEXIN
G01AF;LOMEXIN VAGINAL
C08CA;LOMIR RETARD
P02CA;LOMPER
C01BA;LONGACOR NATIVELLE
G03CA;LONGAPLEX
A13A;LONGIVOL ORAL
C02DC;LONITEN
N05AC;LONSEREN
A07DA;LOPERAMIDA
A07DA;LOPERAN
A07DA;LOPERKEY
C10AB;LOPID
C07AB;LOPRESOR
N05CD;LORAMET
R06AX;LORATADINA
N05BA;LORAZEPAM
