Text,Freq,Codi,Descr_codi,Codi_3,Descr_codi_3,Gran_grup_classif,Descr_gran_grup_clasif
"FASCITIS PLANTAR, ESPOLONES, CONTRACTURAS",1,NA,NA,NA,NA,NA,NA
FASCITIS PLANTAR/ MAL DE CAP,1,NA,NA,NA,NA,NA,NA
FASTITIS PLANTAR,1,NA,NA,NA,NA,NA,NA
FATIGA CRONICA Y FIBROMIALGIA,1,NA,NA,NA,NA,NA,NA
FAVISMO,1,NA,NA,NA,NA,NA,NA
FEBRE REUMATICA,1,NA,NA,NA,NA,NA,NA
FEBRES DE MALTA,1,NA,NA,NA,NA,NA,NA
FERRATINA BAIXA,1,NA,NA,NA,NA,NA,NA
FERRITINA BAIXA,1,NA,NA,NA,NA,NA,NA
"FERRO, DERMOGRAFISME, PICORS A LA PELL",1,NA,NA,NA,NA,NA,NA
FERROPENIA SENSE ANEMIA,1,NA,NA,NA,NA,NA,NA
FETGE TOXIC,1,NA,NA,NA,NA,NA,NA
FIBIOMALGIA,1,NA,NA,NA,NA,NA,NA
FIBRILACIO AURICULAR,1,NA,NA,NA,NA,NA,NA
FIBRIOMALGIA,1,NA,NA,NA,NA,NA,NA
"FIBROMIALGIA , FATIGA CRONICA",1,NA,NA,NA,NA,NA,NA
FIBROMIALGIA CON FATIGA CRONICA,1,NA,NA,NA,NA,NA,NA
FIBROMIALGIA FATIGA CRONICA,1,NA,NA,NA,NA,NA,NA
"FIBROMIALGIA, FATIGA CRONICA",1,NA,NA,NA,NA,NA,NA
FIBROMIALGIA/ HIPO-TIRIODISMO,1,NA,NA,NA,NA,NA,NA
FIBROMIALGIA/FATIGA,1,NA,NA,NA,NA,NA,NA
FIBROMIALGIA/FATIGA CRONICA SEVERA,1,NA,NA,NA,NA,NA,NA
FIBROMIALGUIA,1,NA,NA,NA,NA,NA,NA
FIBROMIARJIA Y  CERVICALGIA,1,NA,NA,NA,NA,NA,NA
FIBROMILGIA,1,NA,NA,NA,NA,NA,NA
FIEBRE REUMATICA,1,NA,NA,NA,NA,NA,NA
FIEBRES REUMATOIDES,1,NA,NA,NA,NA,NA,NA
FIFROMA UTERO,1,NA,NA,NA,NA,NA,NA
FIJAR CALCIO,1,NA,NA,NA,NA,NA,NA
FIMOSI,1,NA,NA,NA,NA,NA,NA
FIMOSIS,1,NA,NA,NA,NA,NA,NA
FISURA ANAL,1,NA,NA,NA,NA,NA,NA
FIXADA LA C5-C6,1,NA,NA,NA,NA,NA,NA
FLEBITIS,1,NA,NA,NA,NA,NA,NA
FLORA BACTERIANA,1,NA,NA,NA,NA,NA,NA
FLUIDEZ SANGRE,1,NA,NA,NA,NA,NA,NA
FLUIDOS ESTOMAGO,1,NA,NA,NA,NA,NA,NA
FLUJO ESTOMACAL,1,NA,NA,NA,NA,NA,NA
FLUTER Y EXTRA SISTOLE SUBAVENTRICLAR,1,NA,NA,NA,NA,NA,NA
FOBIAS,1,NA,NA,NA,NA,NA,NA
FOCO IRRITATIVO,1,NA,NA,NA,NA,NA,NA
FOCUS IRRITATIU,1,NA,NA,NA,NA,NA,NA
FOGOTS,1,NA,NA,NA,NA,NA,NA
FOGOTS DE LA MENOPAUSIA,1,NA,NA,NA,NA,NA,NA
FOGOTS MENOPAUSIA,1,NA,NA,NA,NA,NA,NA
FONCS AL PENIS,1,NA,NA,NA,NA,NA,NA
FONG A L?UNGLA DEL PEU,1,NA,NA,NA,NA,NA,NA
FONGS,1,NA,NA,NA,NA,NA,NA
FONGS A LES UNGLES DELS PEUS,1,NA,NA,NA,NA,NA,NA
FONGS AL DIT DEL PEU,1,NA,NA,NA,NA,NA,NA
FONS IRRITATIU TEMPORAL ESQUERRA,1,NA,NA,NA,NA,NA,NA
FOP CON SHUN I-D,1,NA,NA,NA,NA,NA,NA
FORTALECER COLUMNA VERTEBRAL,1,NA,NA,NA,NA,NA,NA
FORTES MENSTRUACIONS,1,NA,NA,NA,NA,NA,NA
FOTOSENSIBILIDAD,1,NA,NA,NA,NA,NA,NA
FRACTURA DE COSTELLA,1,NA,NA,NA,NA,NA,NA
FRACTURA DE SOBRECARREGASEGON MTTARSIA PEU DRET,1,NA,NA,NA,NA,NA,NA
FRBROMIALGIA,1,NA,NA,NA,NA,NA,NA
FRECUENCIA CARDIACA ELEVADA,1,NA,NA,NA,NA,NA,NA
FRIBROMALGIA Y ARTROSIS,1,NA,NA,NA,NA,NA,NA
FUGOTS,1,NA,NA,NA,NA,NA,NA
FUROSEMIDA,1,NA,NA,NA,NA,NA,NA
GALINDO,1,NA,NA,NA,NA,NA,NA
GALTERES,1,NA,NA,NA,NA,NA,NA
GANGRENA DE FOURNIER,1,NA,NA,NA,NA,NA,NA
GARGANTA,1,NA,NA,NA,NA,NA,NA
GAS,1,NA,NA,NA,NA,NA,NA
GASOS,1,NA,NA,NA,NA,NA,NA
GASTRITIS ATROFICA AUTOINMUNE,1,NA,NA,NA,NA,NA,NA
GASTRITIS/CICURLATORI,1,NA,NA,NA,NA,NA,NA
GASTRORESISTENTES,1,NA,NA,NA,NA,NA,NA
GAUCOMA,1,NA,NA,NA,NA,NA,NA
GENERAL,1,NA,NA,NA,NA,NA,NA
GENOLLS,1,NA,NA,NA,NA,NA,NA
GILBERT,1,NA,NA,NA,NA,NA,NA
GINECOLOGICA,1,NA,NA,NA,NA,NA,NA
GLANGLIOS,1,NA,NA,NA,NA,NA,NA
GLAUCOMA BILATERAL,1,NA,NA,NA,NA,NA,NA
GLEUCOMA,1,NA,NA,NA,NA,NA,NA
GLOMERULONEFRITIS/ TRASPALANTE RENAL,1,NA,NA,NA,NA,NA,NA
GLUCOMA,1,NA,NA,NA,NA,NA,NA
GLUCOSA,1,NA,NA,NA,NA,NA,NA
GLUCOSA ALTA,1,NA,NA,NA,NA,NA,NA
GMSI,1,NA,NA,NA,NA,NA,NA
GOTES NAS,1,NA,NA,NA,NA,NA,NA
GREIXOS,1,NA,NA,NA,NA,NA,NA
"GRIP, REFREDAT",1,NA,NA,NA,NA,NA,NA
GRIPE,1,NA,NA,NA,NA,NA,NA
GUILLEM BARRE,1,NA,NA,NA,NA,NA,NA
HASHIMOTO,1,NA,NA,NA,NA,NA,NA
HEMAIGIOMA,1,NA,NA,NA,NA,NA,NA
HEMANGIOMA CAVERNOS AL FETGE,1,NA,NA,NA,NA,NA,NA
HEMANGIOMA HEPATIC,1,NA,NA,NA,NA,NA,NA
HEMATOMACROSI,1,NA,NA,NA,NA,NA,NA
HEMATOMACROSIS,1,NA,NA,NA,NA,NA,NA
HEMITIROIDECTOMIA,1,NA,NA,NA,NA,NA,NA
HEMOCROMATOSIS,1,NA,NA,NA,NA,NA,NA
HEMOGLOBINA BAJA,1,NA,NA,NA,NA,NA,NA
HEMORRAGIA SUBARACNOIDEA,1,NA,NA,NA,NA,NA,NA
HEMOSIDEREMIA,1,NA,NA,NA,NA,NA,NA
HEMPRROIDE,1,NA,NA,NA,NA,NA,NA
HEPATITIAS A,1,NA,NA,NA,NA,NA,NA
"HEPATITIS A, HERPES ULL",1,NA,NA,NA,NA,NA,NA
HEPATITIS AGUDA,1,NA,NA,NA,NA,NA,NA
HEPATITIS DESCONEGUDA,1,NA,NA,NA,NA,NA,NA
HEPATITIS INFANTIL,1,NA,NA,NA,NA,NA,NA
HEPATITIS NO CRONICA,1,NA,NA,NA,NA,NA,NA
HERNIA CERVICALES Y ESPALDA,1,NA,NA,NA,NA,NA,NA
HERNIA DE DISCO,1,NA,NA,NA,NA,NA,NA
HERNIA DE STOMAGO,1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL C5-C6,1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL C6-C7,1,NA,NA,NA,NA,NA,NA
"HERNIA DISCAL CERVICAL, ESCOLIOSIS Y PROTUSION LUMBAR",1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL DORSAL,1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL GRADO II,1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL I CERVICAL,1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL L4-L5,1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL L5,1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL L5 S1,1,NA,NA,NA,NA,NA,NA
HERNIA DISCAL LUMBAR L4/L5 YL5/SACRA1,1,NA,NA,NA,NA,NA,NA
"HERNIA DISCAL, ESPONDILITIS",1,NA,NA,NA,NA,NA,NA
HERNIA DISCALM Y CERVICAL,1,NA,NA,NA,NA,NA,NA
HERNIA DISCALS,1,NA,NA,NA,NA,NA,NA
HERNIA FORAMINAL,1,NA,NA,NA,NA,NA,NA
HERNIA HIATOS,1,NA,NA,NA,NA,NA,NA
HERNIA INGUINAL IZQUIERDA,1,NA,NA,NA,NA,NA,NA
HERNIA INGUINEAL,1,NA,NA,NA,NA,NA,NA
HERNIA NO COMPRESIVA. LUMBOCIATICAS DE REPETICION,1,NA,NA,NA,NA,NA,NA
HERNIA UMBILICAL,1,NA,NA,NA,NA,NA,NA
HERNIAS CERVICALES,1,NA,NA,NA,NA,NA,NA
HERNIAS DE DISCO Y ALTROPATIA EN EL HOMBRO,1,NA,NA,NA,NA,NA,NA
HERNIAS DISCALS,1,NA,NA,NA,NA,NA,NA
"HERNIAS,EVENTRACIONES",1,NA,NA,NA,NA,NA,NA
HERNIDA DISCAL LUMBAR,1,NA,NA,NA,NA,NA,NA
HERNIES,1,NA,NA,NA,NA,NA,NA
HERNIES DISCALS/CIATICA,1,NA,NA,NA,NA,NA,NA
HERNIS DE HIATO,1,NA,NA,NA,NA,NA,NA
HERPES CORNEAL,1,NA,NA,NA,NA,NA,NA
HERPES VAGINAL,1,NA,NA,NA,NA,NA,NA
HERPES ZOSTER FACIAL,1,NA,NA,NA,NA,NA,NA
HERPEX ZOSTER,1,NA,NA,NA,NA,NA,NA
HIDROCEFALIA,1,NA,NA,NA,NA,NA,NA
HIERRO BAJO,1,NA,NA,NA,NA,NA,NA
HIPERACTIVIDAD,1,NA,NA,NA,NA,NA,NA
HIPERACTIVIDAD BRONQUIAL,1,NA,NA,NA,NA,NA,NA
"HIPERCALCIURIA, HIPERFOSFATURIA",1,NA,NA,NA,NA,NA,NA
HIPERERUCEMIA,1,NA,NA,NA,NA,NA,NA
HIPERLAXITUD LLIGAMENTOSA,1,NA,NA,NA,NA,NA,NA
HIPERLORDOSI,1,NA,NA,NA,NA,NA,NA
HIPEROSTOSIS ESQUELETICA DIFUSA (DISH),1,NA,NA,NA,NA,NA,NA
HIPERPLASIA BENIGNA PROSTATICA,1,NA,NA,NA,NA,NA,NA
HIPERPLASIA COMPLEXA D'ENDOMETRI,1,NA,NA,NA,NA,NA,NA
HIPERPLASSIA PROSTATA,1,NA,NA,NA,NA,NA,NA
HIPERPLASTIA DE PROSTATA,1,NA,NA,NA,NA,NA,NA
HIPERPLAXIA PROSTATICA,1,NA,NA,NA,NA,NA,NA
HIPERPROLACTILEMIA,1,NA,NA,NA,NA,NA,NA
HIPERQUERATOSIS,1,NA,NA,NA,NA,NA,NA
HIPERREACTIVIDAD BRONQUIAL,1,NA,NA,NA,NA,NA,NA
HIPERREACTIVITAT BRONQUIAL,1,NA,NA,NA,NA,NA,NA
HIPERSENSIBILIDAD DE LA PIEL,1,NA,NA,NA,NA,NA,NA
HIPERSENSIBILITAT BRONQUIAL,1,NA,NA,NA,NA,NA,NA
HIPERSENSIBLE/FALTA D?AFECTE,1,NA,NA,NA,NA,NA,NA
HIPERSOMNIA IDIOPATICA,1,NA,NA,NA,NA,NA,NA
HIPERTENSIO A L'ESFORC,1,NA,NA,NA,NA,NA,NA
HIPERTENSIO PULMONAR,1,NA,NA,NA,NA,NA,NA
HIPERTIROIDISMO SUBCLINICO/NODULOS/BOCIO,1,NA,NA,NA,NA,NA,NA
HIPERTRIGLICEMIA,1,NA,NA,NA,NA,NA,NA
HIPERTROFIA BENIGNA DE PROSTATA,1,NA,NA,NA,NA,NA,NA
HIPERTROFIA PROSTATICA,1,NA,NA,NA,NA,NA,NA
HIPERTROIDISME,1,NA,NA,NA,NA,NA,NA
HIPETERSION E INSOMNIO,1,NA,NA,NA,NA,NA,NA
HIPO,1,NA,NA,NA,NA,NA,NA
HIPO TIROIDISME,1,NA,NA,NA,NA,NA,NA
HIPO TIROIDISMO,1,NA,NA,NA,NA,NA,NA
HIPOACUSIA,1,NA,NA,NA,NA,NA,NA
HIPOACUSIA BILATERAL SEVERA,1,NA,NA,NA,NA,NA,NA
HIPOACUSIA NEUROSENSORIAL,1,NA,NA,NA,NA,NA,NA
HIPOACUSIA OTOTOXICA,1,NA,NA,NA,NA,NA,NA
HIPOACUSIA SEVERA,1,NA,NA,NA,NA,NA,NA
HIPOPARATIROIDISMO,1,NA,NA,NA,NA,NA,NA
HIPOTENSIO,1,NA,NA,NA,NA,NA,NA
HIPOTENSION ARTERIAL,1,NA,NA,NA,NA,NA,NA
HIPOTERIODISME,1,NA,NA,NA,NA,NA,NA
HIPOTEROIDISMO,1,NA,NA,NA,NA,NA,NA
HIPOTIEROIDISME,1,NA,NA,NA,NA,NA,NA
HIPOTIRAIDISME,1,NA,NA,NA,NA,NA,NA
HIPOTIRIODISME,1,NA,NA,NA,NA,NA,NA
HIPOTIRIODISMES,1,NA,NA,NA,NA,NA,NA
HIPOTIRIORISME,1,NA,NA,NA,NA,NA,NA
HIPOTIROIDISME DE HASCHIMOTO,1,NA,NA,NA,NA,NA,NA
HIPOTIROIDISME DE HASHIMOTO,1,NA,NA,NA,NA,NA,NA
HIPOTIROIDISME SUBCLINIC,1,NA,NA,NA,NA,NA,NA
HIPOVITAMINOSIS D,1,NA,NA,NA,NA,NA,NA
HIPOXIAS CEREBRALES,1,NA,NA,NA,NA,NA,NA
HIRSUTISMO,1,NA,NA,NA,NA,NA,NA
HISTERECTOMIA,1,NA,NA,NA,NA,NA,NA
HONGO,1,NA,NA,NA,NA,NA,NA
HONGO EN LA UNA,1,NA,NA,NA,NA,NA,NA
HONGOS,1,NA,NA,NA,NA,NA,NA
HONGOS UNAS,1,NA,NA,NA,NA,NA,NA
HONGOS UNAS DE LOS PIES,1,NA,NA,NA,NA,NA,NA
HONGOS UNAS PIES,1,NA,NA,NA,NA,NA,NA
HORMIGUEO EN LA PARTE DERECHA DE LA CARA,1,NA,NA,NA,NA,NA,NA
HPB,1,NA,NA,NA,NA,NA,NA
HYPOTIROIDES,1,NA,NA,NA,NA,NA,NA
IBUPROFE,1,NA,NA,NA,NA,NA,NA
IMNSOMNI,1,NA,NA,NA,NA,NA,NA
IMPLANT DENTAL,1,NA,NA,NA,NA,NA,NA
IMPULSIVIDAD,1,NA,NA,NA,NA,NA,NA
INALADO,1,NA,NA,NA,NA,NA,NA
INDUCCION SUENO,1,NA,NA,NA,NA,NA,NA
INFALAMCION RODILLA Y DOLOR CERVICAL,1,NA,NA,NA,NA,NA,NA
INFECCIO,1,NA,NA,NA,NA,NA,NA
INFECCIO AL QUEXAL,1,NA,NA,NA,NA,NA,NA
INFECCIO BUCAL,1,NA,NA,NA,NA,NA,NA
INFECCIO CUTANEA,1,NA,NA,NA,NA,NA,NA
INFECCIO CYTIOMEGALOVIRUS,1,NA,NA,NA,NA,NA,NA
INFECCIO INTESTINAL,1,NA,NA,NA,NA,NA,NA
INFECCIO PER FONGS ALS PEUS,1,NA,NA,NA,NA,NA,NA
INFECCIO RENAL,1,NA,NA,NA,NA,NA,NA
INFECCION,1,NA,NA,NA,NA,NA,NA
INFECCION BACTERIANA TEJIDOS BLANDOS SUELO PELVICO BAJO,1,NA,NA,NA,NA,NA,NA
INFECCION CUTANEA,1,NA,NA,NA,NA,NA,NA
INFECCION DE ANGINAS,1,NA,NA,NA,NA,NA,NA
INFECCION DE OIDO,1,NA,NA,NA,NA,NA,NA
INFECCION DE ORINA,1,NA,NA,NA,NA,NA,NA
INFECCION MUELA,1,NA,NA,NA,NA,NA,NA
INFECCION VIRICA,1,NA,NA,NA,NA,NA,NA
INFECCION VIRUS DEL PAPILOMA HUMANO,1,NA,NA,NA,NA,NA,NA
INFECCIONS D'ORINA RECURRENTS,1,NA,NA,NA,NA,NA,NA
INFECCIOO ORINA,1,NA,NA,NA,NA,NA,NA
INFECION DE OIDO,1,NA,NA,NA,NA,NA,NA
INFLACACIO ARTICULACIO; PER CONCILIAR EL SON,1,NA,NA,NA,NA,NA,NA
INFLAMACIO ARTICULACIONS,1,NA,NA,NA,NA,NA,NA
INFLAMACIO D'ESOFAG,1,NA,NA,NA,NA,NA,NA
INFLAMACIO GENOLL,1,NA,NA,NA,NA,NA,NA
INFLAMACIO PROSTATA,1,NA,NA,NA,NA,NA,NA
INFLAMACION,1,NA,NA,NA,NA,NA,NA
INFLAMACION CRONICA DEL INTESTINO,1,NA,NA,NA,NA,NA,NA
INFLAMACION DE ESTOMAGO,1,NA,NA,NA,NA,NA,NA
INFLAMACION DE PROSTATA,1,NA,NA,NA,NA,NA,NA
INFLAMACION DE RODILLA,1,NA,NA,NA,NA,NA,NA
INFLAMACION ESOFAGOB,1,NA,NA,NA,NA,NA,NA
INFLAMACION LESION PIE,1,NA,NA,NA,NA,NA,NA
INFLAMACION MUSCULAR,1,NA,NA,NA,NA,NA,NA
INFLAMACION PROSTATA,1,NA,NA,NA,NA,NA,NA
INFLAMACION TENDONES,1,NA,NA,NA,NA,NA,NA
INFLAMACION VERTEBRAS,1,NA,NA,NA,NA,NA,NA
INSOMI,1,NA,NA,NA,NA,NA,NA
INSOMIO,1,NA,NA,NA,NA,NA,NA
INSOMNI /,1,NA,NA,NA,NA,NA,NA
INSOMNI CRONIC,1,NA,NA,NA,NA,NA,NA
INSOMNI/NERVIS,1,NA,NA,NA,NA,NA,NA
INSOMNIO O PREOCUPACION,1,NA,NA,NA,NA,NA,NA
INSOMNNI,1,NA,NA,NA,NA,NA,NA
INSUFICIENCI CARDIACA,1,NA,NA,NA,NA,NA,NA
INSUFICIENCIA PANCREATICA ENDOCRINA,1,NA,NA,NA,NA,NA,NA
INSUFICIENCIA RENAL CRONICA LEVE,1,NA,NA,NA,NA,NA,NA
INSUFICIENCIA VENOSA,1,NA,NA,NA,NA,NA,NA
INSUFICIENCIA VENOSA EXTREMITATS INFERIORS,1,NA,NA,NA,NA,NA,NA
INTESTINAL,1,NA,NA,NA,NA,NA,NA
INTOL?LERANCIA ALIMENTARIES,1,NA,NA,NA,NA,NA,NA
INTOLERANCIA A LA LACTOSA,1,NA,NA,NA,NA,NA,NA
"INTOLERANCIA A LACTOSA, FRUCTOSA I SORBITOL",1,NA,NA,NA,NA,NA,NA
INTOLERANCIA SORBITOL,1,NA,NA,NA,NA,NA,NA
IPERACTIBIDAD UNA MICA DE HORINA,1,NA,NA,NA,NA,NA,NA
IRRITACION DEI COLON,1,NA,NA,NA,NA,NA,NA
JAQUECAS,1,NA,NA,NA,NA,NA,NA
JARSE,1,NA,NA,NA,NA,NA,NA
KLINELFERTER,1,NA,NA,NA,NA,NA,NA
L,1,NA,NA,NA,NA,NA,NA
LA MENSTRUACIO,1,NA,NA,NA,NA,NA,NA
LA PROSTATA,1,NA,NA,NA,NA,NA,NA
LAXANTES,1,NA,NA,NA,NA,NA,NA
LESIO MEDULAR,1,NA,NA,NA,NA,NA,NA
LESION MEDULAR,1,NA,NA,NA,NA,NA,NA
LESION POR VPH,1,NA,NA,NA,NA,NA,NA
LESION PRENEOPLASICA,1,NA,NA,NA,NA,NA,NA
LESIONS DISCS VERTEBRALS,1,NA,NA,NA,NA,NA,NA
LESSIO TRAUMATOLOGICA,1,NA,NA,NA,NA,NA,NA
LEUCEMIA LIMFOCITICA CRONICA DE CEL?LULES B,1,NA,NA,NA,NA,NA,NA
LIGERA VALVULOPATIA MITRAL IZQUIERDA,1,NA,NA,NA,NA,NA,NA
LIKEN PLA,1,NA,NA,NA,NA,NA,NA
LINFEDEMA EEII,1,NA,NA,NA,NA,NA,NA
LIPOMA INTRAMUSCULAR,1,NA,NA,NA,NA,NA,NA
LIPOMAS MATRIZ,1,NA,NA,NA,NA,NA,NA
LIQUAR LA SANG,1,NA,NA,NA,NA,NA,NA
LIQUEFIAR LA SANGRE,1,NA,NA,NA,NA,NA,NA
LIQUEL ATROFICO,1,NA,NA,NA,NA,NA,NA
LIQUEN ESCLEROS,1,NA,NA,NA,NA,NA,NA
LIQUEN ESCLEROSO VULVAR,1,NA,NA,NA,NA,NA,NA
LIQUEN PLANO EN LA BOCA,1,NA,NA,NA,NA,NA,NA
"LISTESIS LUMBAR,MENISCOPATIA",1,NA,NA,NA,NA,NA,NA
LITIASI BILIAR,1,NA,NA,NA,NA,NA,NA
LITIASIS,1,NA,NA,NA,NA,NA,NA
LITIASIS BILIAR,1,NA,NA,NA,NA,NA,NA
LITOTRICIA INFECCIOSA,1,NA,NA,NA,NA,NA,NA
LLAGA AL DUODE,1,NA,NA,NA,NA,NA,NA
LLAGUES A LA BOCA I UN PARELL DE COPS VAGINALS,1,NA,NA,NA,NA,NA,NA
LLEUGER ESTAT NERVIOS,1,NA,NA,NA,NA,NA,NA
LLEUGERA HIPERTESIO,1,NA,NA,NA,NA,NA,NA
LUMBALGIA FORTA,1,NA,NA,NA,NA,NA,NA
LUMBALGIA O MAL DE CAP,1,NA,NA,NA,NA,NA,NA
"LUMBALGIA, MENICS FASCISTIS PLANTAR",1,NA,NA,NA,NA,NA,NA
LUMBALGIA/CIATICA,1,NA,NA,NA,NA,NA,NA
LUMBALGIES,1,NA,NA,NA,NA,NA,NA
LUMBARES,1,NA,NA,NA,NA,NA,NA
LUMBARGUIA CRONICA,1,NA,NA,NA,NA,NA,NA
LUMBOCIATALGIA CRONICA,1,NA,NA,NA,NA,NA,NA
MA INFLADA DESPRES DE TRANCAR-ME EL BRAC,1,NA,NA,NA,NA,NA,NA
MACRO ADENOMA HIPOFISARI,1,NA,NA,NA,NA,NA,NA
MAGNESIO,1,NA,NA,NA,NA,NA,NA
MAL A UNA CAMA PER HERNIA DISCAL PROVOCADA PER ESPONDILOLISTESI L5-S1,1,NA,NA,NA,NA,NA,NA
MAL D ESQUENA,1,NA,NA,NA,NA,NA,NA
MAL D'ESTOMAC,1,NA,NA,NA,NA,NA,NA
"MAL D'OSSOS, FARINGITIS",1,NA,NA,NA,NA,NA,NA
MAL D?ESQUENA,1,NA,NA,NA,NA,NA,NA
MAL D?ESQUENA I DIFICULTAT PER A DORMIR.,1,NA,NA,NA,NA,NA,NA
MAL DE CAP /MALESTAR,1,NA,NA,NA,NA,NA,NA
MAL DE CAP I DOLOR MUSCULAR,1,NA,NA,NA,NA,NA,NA
MAL DE CAP I GRIP,1,NA,NA,NA,NA,NA,NA
MAL DE CAP O DOLOR GENERAL,1,NA,NA,NA,NA,NA,NA
MAL DE CAP O LUMBALGIA,1,NA,NA,NA,NA,NA,NA
MAL DE CAP O MUSCULAR,1,NA,NA,NA,NA,NA,NA
MAL DE CAP TENSIONAL/ DOLOR MENSTRUACIO,1,NA,NA,NA,NA,NA,NA
"MAL DE CAP, DOLOR DE REGLA",1,NA,NA,NA,NA,NA,NA
"MAL DE CAP, DOLOR REGLA",1,NA,NA,NA,NA,NA,NA
"MAL DE CAP, ESGUINC",1,NA,NA,NA,NA,NA,NA
"MAL DE CAP, MALESTAR GENERAL",1,NA,NA,NA,NA,NA,NA
"MAL DE CAP, MENSTRUACIO",1,NA,NA,NA,NA,NA,NA
"MAL DE CAP, REGLA",1,NA,NA,NA,NA,NA,NA
MAL DE CAP/DOLOR DORSAL,1,NA,NA,NA,NA,NA,NA
MAL DE CAP/DOLORS MUSCULARS,1,NA,NA,NA,NA,NA,NA
MAL DE CERVICALS,1,NA,NA,NA,NA,NA,NA
MAL DE GENOLL,1,NA,NA,NA,NA,NA,NA
MAL DE GENOLLS,1,NA,NA,NA,NA,NA,NA
MAL DE GILBERT,1,NA,NA,NA,NA,NA,NA
MAL DESTOMEC,1,NA,NA,NA,NA,NA,NA
MAL ESTOMAG,1,NA,NA,NA,NA,NA,NA
MALA DIGESTIO,1,NA,NA,NA,NA,NA,NA
MALALTIA DE GROVER,1,NA,NA,NA,NA,NA,NA
MALALTIA DE HASHIMOTO(TIROIDES),1,NA,NA,NA,NA,NA,NA
MALALTIA MENTAL,1,NA,NA,NA,NA,NA,NA
MALALTIA PELL AUTOIMMUNE,1,NA,NA,NA,NA,NA,NA
MALALTIES ESTOMAC,1,NA,NA,NA,NA,NA,NA
MALESTAR ESTOMACAL,1,NA,NA,NA,NA,NA,NA
MALESTAR-ACOSTIPAT,1,NA,NA,NA,NA,NA,NA
MALFORMACIO AL SACRE,1,NA,NA,NA,NA,NA,NA
MALFORMACIO CAP DEL FEMUR,1,NA,NA,NA,NA,NA,NA
MALT DE GENOLLS,1,NA,NA,NA,NA,NA,NA
MANCA CALCI,1,NA,NA,NA,NA,NA,NA
MANCA DE CALC,1,NA,NA,NA,NA,NA,NA
MANCA DE POTASI,1,NA,NA,NA,NA,NA,NA
MANCA VIT D,1,NA,NA,NA,NA,NA,NA
MANCA VIT.D,1,NA,NA,NA,NA,NA,NA
MANCA VITAMINA,1,NA,NA,NA,NA,NA,NA
MANCA VITAMINA B,1,NA,NA,NA,NA,NA,NA
MANGUITO ROTADOR,1,NA,NA,NA,NA,NA,NA
MANIAS,1,NA,NA,NA,NA,NA,NA
MASTOCITOSIS SISTEMICA,1,NA,NA,NA,NA,NA,NA
MEDICACION ESPECIFICA PARA FIBROMIALGIA,1,NA,NA,NA,NA,NA,NA
MEGACOLON,1,NA,NA,NA,NA,NA,NA
MEJORAR ESTADO ANIMICO,1,NA,NA,NA,NA,NA,NA
MEMINGIOMA,1,NA,NA,NA,NA,NA,NA
MEMORIA,1,NA,NA,NA,NA,NA,NA
MENINGOENCEFALITIS LINFOCITARIA (PROBABLE ETIOLOGIA HERPETICA),1,NA,NA,NA,NA,NA,NA
MENISC,1,NA,NA,NA,NA,NA,NA
MENISCO Y CARTILAGO,1,NA,NA,NA,NA,NA,NA
MENISCS OPERATS,1,NA,NA,NA,NA,NA,NA
MENOPAUISA,1,NA,NA,NA,NA,NA,NA
MENOPAUSA PREMATURA,1,NA,NA,NA,NA,NA,NA
"MENOPAUSA, ANGOIXA",1,NA,NA,NA,NA,NA,NA
MENOPAUSIA AVANCADA,1,NA,NA,NA,NA,NA,NA
MENOPAUSIA I PELL,1,NA,NA,NA,NA,NA,NA
MENOPAUSIA-SOFOCOS,1,NA,NA,NA,NA,NA,NA
MENOPAUSIA. ANIMO,1,NA,NA,NA,NA,NA,NA
MENSTRUACIO/MIOMES,1,NA,NA,NA,NA,NA,NA
MENSTRUACIONES,1,NA,NA,NA,NA,NA,NA
"MERALGIA PARESTESICA ESQUERRA I DOLOR , CREMOR, FORMIGUEIX I RAMPES EN CAMES",1,NA,NA,NA,NA,NA,NA
MIALITIS-VERTIGO,1,NA,NA,NA,NA,NA,NA
MIASTEMIA,1,NA,NA,NA,NA,NA,NA
MIASTENIA GRAVIS,1,NA,NA,NA,NA,NA,NA
MICOSIS FUNGOIDE,1,NA,NA,NA,NA,NA,NA
MICROHEMATURIA,1,NA,NA,NA,NA,NA,NA
MICROHEMATURIA A L'ORINA,1,NA,NA,NA,NA,NA,NA
MICROPILACTINOMA,1,NA,NA,NA,NA,NA,NA
"MIGRANA, DOLOR MENSTRUAL",1,NA,NA,NA,NA,NA,NA
MILLORAR ANIM,1,NA,NA,NA,NA,NA,NA
MILLORAR LA DIGESTIO,1,NA,NA,NA,NA,NA,NA
MIOCARDIOPATIA DILATADA,1,NA,NA,NA,NA,NA,NA
MIOCARDIOPATIA HIPERTOFICA CONGENITA,1,NA,NA,NA,NA,NA,NA
MIOCLONUUS NOCTURNO.MENOPAUSIA,1,NA,NA,NA,NA,NA,NA
